AnnoS;AteneoCOD;AteneoNOME;SESSO;Lau
2012;8701;Catania;F;4807
2012;8701;Catania;M;2910
2012;9001;Sassari;F;1498
2012;9001;Sassari;M;713
2012;9201;Cagliari;F;3130
2012;9201;Cagliari;M;1694
2011;101;Torino;F;7011
2011;101;Torino;M;4047
2011;102;Torino Politecnico;F;1578
2011;102;Torino Politecnico;M;3361
2011;201;Piemonte Orientale;F;1064
2011;201;Piemonte Orientale;M;515
2011;401;Bra Scienze Gastronomiche;F;33
2011;401;Bra Scienze Gastronomiche;M;28
2011;701;Aosta;F;132
2011;701;Aosta;M;36
2011;1001;Genova;F;3375
2011;1001;Genova;M;2541
2011;1201;Castellanza LIUC;F;191
2011;1201;Castellanza LIUC;M;340
2011;1202;Insubria;F;903
2011;1202;Insubria;M;612
2011;1301;Novedrate e-Campus - telematica;F;142
2011;1301;Novedrate e-Campus - telematica;M;183
2011;1501;Milano;F;5908
2011;1501;Milano;M;3714
2011;1502;Milano Politecnico;F;3279
2011;1502;Milano Politecnico;M;5653
2011;1503;Milano Bocconi;F;1913
2011;1503;Milano Bocconi;M;2171
2011;1504;Milano Cattolica;F;6004
2011;1504;Milano Cattolica;M;2807
2011;1505;Milano IULM;F;723
2011;1505;Milano IULM;M;295
2011;1508;Milano San Raffaele;F;373
2011;1508;Milano San Raffaele;M;183
2011;1509;Milano Bicocca;F;3604
2011;1509;Milano Bicocca;M;1903
2011;1601;Bergamo;F;1606
2011;1601;Bergamo;M;929
2011;1701;Brescia;F;1185
2011;1701;Brescia;M;1184
2011;1801;Pavia;F;2453
2011;1801;Pavia;M;1741
2011;2101;Bolzano;F;472
2011;2101;Bolzano;M;158
2011;2201;Trento;F;1445
2011;2201;Trento;M;1218
2011;2301;Verona;F;2674
2011;2301;Verona;M;1229
2011;2701;Ca' Foscari Venezia;F;2437
2011;2701;Ca' Foscari Venezia;M;1124
2011;2702;Venezia Iuav;F;783
2011;2702;Venezia Iuav;M;731
2011;2801;Padova;F;6727
2011;2801;Padova;M;4937
2011;3001;Udine;F;1703
2011;3001;Udine;M;1237
2011;3201;Trieste;F;1917
2011;3201;Trieste;M;1314
2011;3401;Parma;F;2669
2011;3401;Parma;M;2050
2011;3601;Modena e Reggio Emilia;F;2086
2011;3601;Modena e Reggio Emilia;M;1582
2011;3701;Bologna;F;9111
2011;3701;Bologna;M;6039
2011;3801;Ferrara;F;1632
2011;3801;Ferrara;M;1308
2011;4101;Urbino;F;1863
2011;4101;Urbino;M;905
2011;4201;Marche;F;1423
2011;4201;Marche;M;1432
2011;4301;Macerata;F;1392
2011;4301;Macerata;M;434
2011;4302;Camerino;F;488
2011;4302;Camerino;M;531
2011;4801;Firenze;F;5442
2011;4801;Firenze;M;3972
2011;4804;Firenze IUL - telematica;F;1
2011;5001;Pisa;F;3521
2011;5001;Pisa;M;3242
2011;5201;Siena;F;2031
2011;5201;Siena;M;1334
2011;5202;Siena Stranieri;F;118
2011;5202;Siena Stranieri;M;19
2011;5401;Perugia;F;2939
2011;5401;Perugia;M;2054
2011;5403;Perugia Stranieri;F;236
2011;5403;Perugia Stranieri;M;153
2011;5601;Tuscia;F;670
2011;5601;Tuscia;M;1083
2011;5801;Roma La Sapienza;F;12694
2011;5801;Roma La Sapienza;M;7502
2011;5802;Roma Tor Vergata;F;2886
2011;5802;Roma Tor Vergata;M;2411
2011;5803;Roma LUMSA;F;1047
2011;5803;Roma LUMSA;M;382
2011;5805;Roma LUISS;F;1090
2011;5805;Roma LUISS;M;972
2011;5806;Roma Foro Italico;F;86
2011;5806;Roma Foro Italico;M;176
2011;5807;Roma Tre;F;3142
2011;5807;Roma Tre;M;2067
2011;5808;Roma Biomedico;F;132
2011;5808;Roma Biomedico;M;101
2011;5809;Roma UNINT;F;216
2011;5809;Roma UNINT;M;141
2011;5810;Roma Marconi - telematica;F;389
2011;5810;Roma Marconi - telematica;M;967
2011;5811;Roma UNITELMA - telematica;F;99
2011;5811;Roma UNITELMA - telematica;M;138
2011;5812;Roma Europea;F;109
2011;5812;Roma Europea;M;65
2011;5813;Roma UNINETTUNO - telematica;F;44
2011;5813;Roma UNINETTUNO - telematica;M;59
2011;5814;Roma  Mercatorum - telematica;F;12
2011;5814;Roma  Mercatorum - telematica;M;11
2011;5815;Roma UNICUSANO - telematica;F;483
2011;5815;Roma UNICUSANO - telematica;M;1249
2011;5816;Roma San Raffaele - telematica;M;7
2011;6001;Cassino;F;892
2011;6001;Cassino;M;599
2011;6201;Sannio;F;406
2011;6201;Sannio;M;359
2011;6202;Benevento Giustino Fortunato - telematica;F;35
2011;6202;Benevento Giustino Fortunato - telematica;M;58
2011;6301;Napoli Federico II;F;6881
2011;6301;Napoli Federico II;M;5187
2011;6302;Napoli Parthenope;F;927
2011;6302;Napoli Parthenope;M;1070
2011;6303;Napoli L'Orientale;F;1439
2011;6303;Napoli L'Orientale;M;363
2011;6304;Napoli Benincasa;F;1572
2011;6304;Napoli Benincasa;M;287
2011;6306;Napoli Vanvitelli;F;2540
2011;6306;Napoli Vanvitelli;M;1806
2011;6307;Napoli Pegaso - telematica;F;505
2011;6307;Napoli Pegaso - telematica;M;1427
2011;6501;Salerno;F;2738
2011;6501;Salerno;M;1656
2011;6601;L'Aquila;F;1991
2011;6601;L'Aquila;M;1239
2011;6701;Teramo;F;487
2011;6701;Teramo;M;595
2011;6901;Chieti e Pescara;F;3576
2011;6901;Chieti e Pescara;M;1689
2011;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;38
2011;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;25
2011;7001;Molise;F;1051
2011;7001;Molise;M;625
2011;7101;Foggia;F;984
2011;7101;Foggia;M;473
2011;7201;Bari;F;5205
2011;7201;Bari;M;2427
2011;7202;Bari Politecnico;F;463
2011;7202;Bari Politecnico;M;1089
2011;7203;Casamassima - G.Degennaro;F;85
2011;7203;Casamassima - G.Degennaro;M;134
2011;7501;Salento;F;2849
2011;7501;Salento;M;1112
2011;7601;Basilicata;F;561
2011;7601;Basilicata;M;404
2011;7801;Calabria;F;2964
2011;7801;Calabria;M;1792
2011;7901;Catanzaro;F;989
2011;7901;Catanzaro;M;614
2011;8001;Reggio Calabria;F;468
2011;8001;Reggio Calabria;M;523
2011;8003;Reggio Calabria - Dante Alighieri;F;23
2011;8003;Reggio Calabria - Dante Alighieri;M;6
2011;8201;Palermo;F;4833
2011;8201;Palermo;M;2832
2011;8301;Messina;F;3004
2011;8301;Messina;M;1623
2011;8601;Enna KORE;F;588
2011;8601;Enna KORE;M;269
2011;8701;Catania;F;4459
2011;8701;Catania;M;2736
2011;9001;Sassari;F;1691
2011;9001;Sassari;M;732
2011;9201;Cagliari;F;2851
2011;9201;Cagliari;M;1569
2010;101;Torino;F;7194
2010;101;Torino;M;4217
2010;102;Torino Politecnico;F;1413
2010;102;Torino Politecnico;M;3182
2010;201;Piemonte Orientale;F;1077
2010;201;Piemonte Orientale;M;598
2010;401;Bra Scienze Gastronomiche;F;30
2010;401;Bra Scienze Gastronomiche;M;33
2010;701;Aosta;F;119
2010;701;Aosta;M;42
2010;1001;Genova;F;3394
2010;1001;Genova;M;2395
2010;1201;Castellanza LIUC;F;184
2010;1201;Castellanza LIUC;M;330
2010;1202;Insubria;F;921
2010;1202;Insubria;M;652
2010;1301;Novedrate e-Campus - telematica;F;62
2010;1301;Novedrate e-Campus - telematica;M;92
2010;1501;Milano;F;5775
2010;1501;Milano;M;3881
2010;1502;Milano Politecnico;F;2898
2010;1502;Milano Politecnico;M;5264
2010;1503;Milano Bocconi;F;1847
2010;1503;Milano Bocconi;M;2201
2010;1504;Milano Cattolica;F;5830
2010;1504;Milano Cattolica;M;2687
2010;1505;Milano IULM;F;849
2010;1505;Milano IULM;M;304
2010;1508;Milano San Raffaele;F;374
2010;1508;Milano San Raffaele;M;173
2010;1509;Milano Bicocca;F;3088
2010;1509;Milano Bicocca;M;1645
2010;1601;Bergamo;F;1579
2010;1601;Bergamo;M;852
2010;1701;Brescia;F;1106
2010;1701;Brescia;M;1122
2010;1801;Pavia;F;2385
2010;1801;Pavia;M;1651
2010;2101;Bolzano;F;395
2010;2101;Bolzano;M;135
2010;2201;Trento;F;1216
2010;2201;Trento;M;1203
2010;2301;Verona;F;2617
2010;2301;Verona;M;1288
2010;2701;Ca' Foscari Venezia;F;2370
2010;2701;Ca' Foscari Venezia;M;1180
2010;2702;Venezia Iuav;F;859
2010;2702;Venezia Iuav;M;714
2010;2801;Padova;F;6699
2010;2801;Padova;M;4836
2010;3001;Udine;F;1624
2010;3001;Udine;M;1229
2010;3201;Trieste;F;1970
2010;3201;Trieste;M;1291
2010;3401;Parma;F;2655
2010;3401;Parma;M;1899
2010;3601;Modena e Reggio Emilia;F;2086
2010;3601;Modena e Reggio Emilia;M;1500
2010;3701;Bologna;F;8682
2010;3701;Bologna;M;6167
2010;3801;Ferrara;F;1484
2010;3801;Ferrara;M;1217
2010;4101;Urbino;F;1823
2010;4101;Urbino;M;989
2010;4201;Marche;F;1309
2010;4201;Marche;M;1405
2010;4301;Macerata;F;1291
2010;4301;Macerata;M;457
2010;4302;Camerino;F;522
2010;4302;Camerino;M;542
2010;4801;Firenze;F;5447
2010;4801;Firenze;M;3953
2010;4804;Firenze IUL - telematica;F;11
2010;4804;Firenze IUL - telematica;M;2
2010;5001;Pisa;F;3490
2010;5001;Pisa;M;3198
2010;5201;Siena;F;1915
2010;5201;Siena;M;1324
2010;5202;Siena Stranieri;F;88
2010;5202;Siena Stranieri;M;17
2010;5401;Perugia;F;2910
2010;5401;Perugia;M;2046
2010;5403;Perugia Stranieri;F;258
2010;5403;Perugia Stranieri;M;150
2010;5601;Tuscia;F;635
2010;5601;Tuscia;M;1227
2010;5801;Roma La Sapienza;F;12088
2010;5801;Roma La Sapienza;M;7442
2010;5802;Roma Tor Vergata;F;2706
2010;5802;Roma Tor Vergata;M;2317
2010;5803;Roma LUMSA;F;1028
2010;5803;Roma LUMSA;M;445
2010;5805;Roma LUISS;F;1051
2010;5805;Roma LUISS;M;1003
2010;5806;Roma Foro Italico;F;106
2010;5806;Roma Foro Italico;M;150
2010;5807;Roma Tre;F;3370
2010;5807;Roma Tre;M;2192
2010;5808;Roma Biomedico;F;111
2010;5808;Roma Biomedico;M;90
2010;5809;Roma UNINT;F;172
2010;5809;Roma UNINT;M;121
2010;5810;Roma Marconi - telematica;F;397
2010;5810;Roma Marconi - telematica;M;1080
2010;5811;Roma UNITELMA - telematica;F;83
2010;5811;Roma UNITELMA - telematica;M;176
2010;5812;Roma Europea;F;61
2010;5812;Roma Europea;M;35
2010;5813;Roma UNINETTUNO - telematica;F;35
2010;5813;Roma UNINETTUNO - telematica;M;51
2010;5814;Roma  Mercatorum - telematica;F;7
2010;5814;Roma  Mercatorum - telematica;M;14
2010;5815;Roma UNICUSANO - telematica;F;282
2010;5815;Roma UNICUSANO - telematica;M;328
2010;5816;Roma San Raffaele - telematica;F;1
2010;5816;Roma San Raffaele - telematica;M;4
2010;6001;Cassino;F;913
2010;6001;Cassino;M;626
2010;6201;Sannio;F;400
2010;6201;Sannio;M;326
2010;6202;Benevento Giustino Fortunato - telematica;F;26
2010;6202;Benevento Giustino Fortunato - telematica;M;42
2010;6301;Napoli Federico II;F;6786
2010;6301;Napoli Federico II;M;5125
2010;6302;Napoli Parthenope;F;1050
2010;6302;Napoli Parthenope;M;1053
2010;6303;Napoli L'Orientale;F;1378
2010;6303;Napoli L'Orientale;M;358
2010;6304;Napoli Benincasa;F;1462
2010;6304;Napoli Benincasa;M;309
2010;6306;Napoli Vanvitelli;F;2517
2010;6306;Napoli Vanvitelli;M;1800
2010;6307;Napoli Pegaso - telematica;F;353
2010;6307;Napoli Pegaso - telematica;M;254
2010;6501;Salerno;F;2654
2010;6501;Salerno;M;1627
2010;6601;L'Aquila;F;1881
2010;6601;L'Aquila;M;1314
2010;6701;Teramo;F;521
2010;6701;Teramo;M;476
2010;6901;Chieti e Pescara;F;2956
2010;6901;Chieti e Pescara;M;1553
2010;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;35
2010;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;19
2010;7001;Molise;F;745
2010;7001;Molise;M;485
2010;7101;Foggia;F;908
2010;7101;Foggia;M;485
2010;7201;Bari;F;5264
2010;7201;Bari;M;2476
2010;7202;Bari Politecnico;F;444
2010;7202;Bari Politecnico;M;1013
2010;7203;Casamassima - G.Degennaro;F;92
2010;7203;Casamassima - G.Degennaro;M;114
2010;7501;Salento;F;2758
2010;7501;Salento;M;1125
2010;7601;Basilicata;F;556
2010;7601;Basilicata;M;371
2010;7801;Calabria;F;2708
2010;7801;Calabria;M;1747
2010;7901;Catanzaro;F;1220
2010;7901;Catanzaro;M;660
2010;8001;Reggio Calabria;F;446
2010;8001;Reggio Calabria;M;457
2010;8003;Reggio Calabria - Dante Alighieri;F;12
2010;8003;Reggio Calabria - Dante Alighieri;M;4
2010;8201;Palermo;F;4345
2010;8201;Palermo;M;2674
2010;8301;Messina;F;3021
2010;8301;Messina;M;1589
2010;8601;Enna KORE;F;405
2010;8601;Enna KORE;M;311
2010;8701;Catania;F;4363
2010;8701;Catania;M;2709
2010;9001;Sassari;F;1150
2010;9001;Sassari;M;610
2010;9201;Cagliari;F;2650
2010;9201;Cagliari;M;1447
2009;101;Torino;F;6731
2009;101;Torino;M;3913
2009;102;Torino Politecnico;F;1348
2009;102;Torino Politecnico;M;3177
2009;201;Piemonte Orientale;F;957
2009;201;Piemonte Orientale;M;538
2009;401;Bra Scienze Gastronomiche;F;19
2009;401;Bra Scienze Gastronomiche;M;34
2009;701;Aosta;F;98
2009;701;Aosta;M;29
2009;1001;Genova;F;3463
2009;1001;Genova;M;2499
2009;1201;Castellanza LIUC;F;199
2009;1201;Castellanza LIUC;M;334
2009;1202;Insubria;F;814
2009;1202;Insubria;M;609
2009;1501;Milano;F;5747
2009;1501;Milano;M;3530
2009;1502;Milano Politecnico;F;2983
2009;1502;Milano Politecnico;M;5728
2009;1503;Milano Bocconi;F;1641
2009;1503;Milano Bocconi;M;1956
2009;1504;Milano Cattolica;F;5780
2009;1504;Milano Cattolica;M;2672
2009;1505;Milano IULM;F;881
2009;1505;Milano IULM;M;316
2009;1508;Milano San Raffaele;F;344
2009;1508;Milano San Raffaele;M;160
2009;1509;Milano Bicocca;F;3236
2009;1509;Milano Bicocca;M;1786
2009;1601;Bergamo;F;1524
2009;1601;Bergamo;M;872
2009;1701;Brescia;F;1083
2009;1701;Brescia;M;1116
2009;1801;Pavia;F;2283
2009;1801;Pavia;M;1724
2009;2101;Bolzano;F;357
2009;2101;Bolzano;M;120
2009;2201;Trento;F;1264
2009;2201;Trento;M;1103
2009;2301;Verona;F;2547
2009;2301;Verona;M;1153
2009;2701;Ca' Foscari Venezia;F;2192
2009;2701;Ca' Foscari Venezia;M;1116
2009;2702;Venezia Iuav;F;832
2009;2702;Venezia Iuav;M;769
2009;2801;Padova;F;6856
2009;2801;Padova;M;4928
2009;3001;Udine;F;1734
2009;3001;Udine;M;1317
2009;3201;Trieste;F;1980
2009;3201;Trieste;M;1263
2009;3401;Parma;F;2595
2009;3401;Parma;M;1916
2009;3601;Modena e Reggio Emilia;F;1776
2009;3601;Modena e Reggio Emilia;M;1413
2009;3701;Bologna;F;9086
2009;3701;Bologna;M;6451
2009;3801;Ferrara;F;1529
2009;3801;Ferrara;M;1170
2009;4101;Urbino;F;1823
2009;4101;Urbino;M;984
2009;4201;Marche;F;1360
2009;4201;Marche;M;1432
2009;4301;Macerata;F;1448
2009;4301;Macerata;M;584
2009;4302;Camerino;F;519
2009;4302;Camerino;M;649
2009;4801;Firenze;F;5861
2009;4801;Firenze;M;3913
2009;4804;Firenze IUL - telematica;F;19
2009;4804;Firenze IUL - telematica;M;5
2009;5001;Pisa;F;3664
2009;5001;Pisa;M;3519
2009;5201;Siena;F;2075
2009;5201;Siena;M;4069
2009;5202;Siena Stranieri;F;106
2009;5202;Siena Stranieri;M;13
2009;5401;Perugia;F;3134
2009;5401;Perugia;M;2158
2009;5403;Perugia Stranieri;F;285
2009;5403;Perugia Stranieri;M;180
2009;5601;Tuscia;F;706
2009;5601;Tuscia;M;1636
2009;5801;Roma La Sapienza;F;13094
2009;5801;Roma La Sapienza;M;7809
2009;5802;Roma Tor Vergata;F;2589
2009;5802;Roma Tor Vergata;M;2377
2009;5803;Roma LUMSA;F;1107
2009;5803;Roma LUMSA;M;477
2009;5805;Roma LUISS;F;844
2009;5805;Roma LUISS;M;888
2009;5806;Roma Foro Italico;F;96
2009;5806;Roma Foro Italico;M;155
2009;5807;Roma Tre;F;3229
2009;5807;Roma Tre;M;2157
2009;5808;Roma Biomedico;F;119
2009;5808;Roma Biomedico;M;70
2009;5809;Roma UNINT;F;194
2009;5809;Roma UNINT;M;150
2009;5810;Roma Marconi - telematica;F;307
2009;5810;Roma Marconi - telematica;M;1007
2009;5811;Roma UNITELMA - telematica;F;51
2009;5811;Roma UNITELMA - telematica;M;141
2009;5812;Roma Europea;F;31
2009;5812;Roma Europea;M;13
2009;5813;Roma UNINETTUNO - telematica;F;43
2009;5813;Roma UNINETTUNO - telematica;M;71
2009;5815;Roma UNICUSANO - telematica;F;164
2009;5815;Roma UNICUSANO - telematica;M;278
2009;5816;Roma San Raffaele - telematica;F;12
2009;5816;Roma San Raffaele - telematica;M;6
2009;6001;Cassino;F;1016
2009;6001;Cassino;M;601
2009;6201;Sannio;F;481
2009;6201;Sannio;M;445
2009;6202;Benevento Giustino Fortunato - telematica;F;13
2009;6202;Benevento Giustino Fortunato - telematica;M;28
2009;6301;Napoli Federico II;F;6593
2009;6301;Napoli Federico II;M;5235
2009;6302;Napoli Parthenope;F;983
2009;6302;Napoli Parthenope;M;1056
2009;6303;Napoli L'Orientale;F;1437
2009;6303;Napoli L'Orientale;M;376
2009;6304;Napoli Benincasa;F;1415
2009;6304;Napoli Benincasa;M;311
2009;6306;Napoli Vanvitelli;F;2359
2009;6306;Napoli Vanvitelli;M;1554
2009;6307;Napoli Pegaso - telematica;F;277
2009;6307;Napoli Pegaso - telematica;M;134
2009;6501;Salerno;F;2661
2009;6501;Salerno;M;1626
2009;6601;L'Aquila;F;1869
2009;6601;L'Aquila;M;1242
2009;6701;Teramo;F;520
2009;6701;Teramo;M;466
2009;6901;Chieti e Pescara;F;3528
2009;6901;Chieti e Pescara;M;1894
2009;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;13
2009;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;14
2009;7001;Molise;F;690
2009;7001;Molise;M;430
2009;7101;Foggia;F;824
2009;7101;Foggia;M;497
2009;7201;Bari;F;5278
2009;7201;Bari;M;2638
2009;7202;Bari Politecnico;F;465
2009;7202;Bari Politecnico;M;1038
2009;7203;Casamassima - G.Degennaro;F;105
2009;7203;Casamassima - G.Degennaro;M;176
2009;7501;Salento;F;2697
2009;7501;Salento;M;1231
2009;7601;Basilicata;F;485
2009;7601;Basilicata;M;290
2009;7801;Calabria;F;2535
2009;7801;Calabria;M;1739
2009;7901;Catanzaro;F;1115
2009;7901;Catanzaro;M;640
2009;8001;Reggio Calabria;F;619
2009;8001;Reggio Calabria;M;587
2009;8201;Palermo;F;4667
2009;8201;Palermo;M;2673
2009;8301;Messina;F;2875
2009;8301;Messina;M;1556
2009;8601;Enna KORE;F;212
2009;8601;Enna KORE;M;183
2009;8701;Catania;F;5026
2009;8701;Catania;M;3208
2009;9001;Sassari;F;1161
2009;9001;Sassari;M;645
2009;9201;Cagliari;F;3255
2009;9201;Cagliari;M;1911
2008;101;Torino;F;6899
2008;101;Torino;M;4048
2008;102;Torino Politecnico;F;1280
2008;102;Torino Politecnico;M;3052
2008;201;Piemonte Orientale;F;1135
2008;201;Piemonte Orientale;M;561
2008;401;Bra Scienze Gastronomiche;F;31
2008;401;Bra Scienze Gastronomiche;M;29
2008;701;Aosta;F;100
2008;701;Aosta;M;18
2008;1001;Genova;F;3340
2008;1001;Genova;M;2367
2008;1201;Castellanza LIUC;F;186
2008;1201;Castellanza LIUC;M;371
2008;1202;Insubria;F;821
2008;1202;Insubria;M;579
2008;1501;Milano;F;5817
2008;1501;Milano;M;3810
2008;1502;Milano Politecnico;F;3100
2008;1502;Milano Politecnico;M;5900
2008;1503;Milano Bocconi;F;1949
2008;1503;Milano Bocconi;M;2272
2008;1504;Milano Cattolica;F;5635
2008;1504;Milano Cattolica;M;2501
2008;1505;Milano IULM;F;981
2008;1505;Milano IULM;M;381
2008;1508;Milano San Raffaele;F;360
2008;1508;Milano San Raffaele;M;182
2008;1509;Milano Bicocca;F;3287
2008;1509;Milano Bicocca;M;1698
2008;1601;Bergamo;F;1465
2008;1601;Bergamo;M;843
2008;1701;Brescia;F;1114
2008;1701;Brescia;M;1130
2008;1801;Pavia;F;2362
2008;1801;Pavia;M;1696
2008;2101;Bolzano;F;334
2008;2101;Bolzano;M;107
2008;2201;Trento;F;1244
2008;2201;Trento;M;1083
2008;2301;Verona;F;2441
2008;2301;Verona;M;1130
2008;2701;Ca' Foscari Venezia;F;2238
2008;2701;Ca' Foscari Venezia;M;1118
2008;2702;Venezia Iuav;F;778
2008;2702;Venezia Iuav;M;719
2008;2801;Padova;F;6935
2008;2801;Padova;M;4822
2008;3001;Udine;F;1657
2008;3001;Udine;M;1260
2008;3201;Trieste;F;2034
2008;3201;Trieste;M;1319
2008;3401;Parma;F;2541
2008;3401;Parma;M;2023
2008;3601;Modena e Reggio Emilia;F;1867
2008;3601;Modena e Reggio Emilia;M;1416
2008;3701;Bologna;F;9211
2008;3701;Bologna;M;6720
2008;3801;Ferrara;F;1541
2008;3801;Ferrara;M;1200
2008;4101;Urbino;F;1862
2008;4101;Urbino;M;1014
2008;4201;Marche;F;1244
2008;4201;Marche;M;1427
2008;4301;Macerata;F;1301
2008;4301;Macerata;M;615
2008;4302;Camerino;F;495
2008;4302;Camerino;M;583
2008;4801;Firenze;F;5770
2008;4801;Firenze;M;3981
2008;5001;Pisa;F;3692
2008;5001;Pisa;M;3355
2008;5201;Siena;F;2026
2008;5201;Siena;M;4267
2008;5202;Siena Stranieri;F;98
2008;5202;Siena Stranieri;M;19
2008;5401;Perugia;F;2980
2008;5401;Perugia;M;2275
2008;5403;Perugia Stranieri;F;326
2008;5403;Perugia Stranieri;M;206
2008;5601;Tuscia;F;780
2008;5601;Tuscia;M;1771
2008;5801;Roma La Sapienza;F;12121
2008;5801;Roma La Sapienza;M;7583
2008;5802;Roma Tor Vergata;F;2835
2008;5802;Roma Tor Vergata;M;2569
2008;5803;Roma LUMSA;F;1203
2008;5803;Roma LUMSA;M;495
2008;5805;Roma LUISS;F;824
2008;5805;Roma LUISS;M;772
2008;5806;Roma Foro Italico;F;82
2008;5806;Roma Foro Italico;M;97
2008;5807;Roma Tre;F;3503
2008;5807;Roma Tre;M;2233
2008;5808;Roma Biomedico;F;97
2008;5808;Roma Biomedico;M;76
2008;5809;Roma UNINT;F;176
2008;5809;Roma UNINT;M;131
2008;5810;Roma Marconi - telematica;F;310
2008;5810;Roma Marconi - telematica;M;1385
2008;5811;Roma UNITELMA - telematica;F;83
2008;5811;Roma UNITELMA - telematica;M;152
2008;5812;Roma Europea;F;24
2008;5812;Roma Europea;M;4
2008;5813;Roma UNINETTUNO - telematica;M;3
2008;5815;Roma UNICUSANO - telematica;F;86
2008;5815;Roma UNICUSANO - telematica;M;121
2008;6001;Cassino;F;976
2008;6001;Cassino;M;687
2008;6201;Sannio;F;454
2008;6201;Sannio;M;448
2008;6202;Benevento Giustino Fortunato - telematica;M;2
2008;6301;Napoli Federico II;F;6556
2008;6301;Napoli Federico II;M;5532
2008;6302;Napoli Parthenope;F;1002
2008;6302;Napoli Parthenope;M;1039
2008;6303;Napoli L'Orientale;F;1312
2008;6303;Napoli L'Orientale;M;358
2008;6304;Napoli Benincasa;F;1535
2008;6304;Napoli Benincasa;M;316
2008;6306;Napoli Vanvitelli;F;2358
2008;6306;Napoli Vanvitelli;M;1608
2008;6501;Salerno;F;2717
2008;6501;Salerno;M;1675
2008;6601;L'Aquila;F;1797
2008;6601;L'Aquila;M;1463
2008;6701;Teramo;F;640
2008;6701;Teramo;M;605
2008;6901;Chieti e Pescara;F;3798
2008;6901;Chieti e Pescara;M;2400
2008;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;5
2008;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;12
2008;7001;Molise;F;800
2008;7001;Molise;M;563
2008;7101;Foggia;F;1001
2008;7101;Foggia;M;581
2008;7201;Bari;F;5432
2008;7201;Bari;M;2509
2008;7202;Bari Politecnico;F;427
2008;7202;Bari Politecnico;M;1087
2008;7203;Casamassima - G.Degennaro;F;66
2008;7203;Casamassima - G.Degennaro;M;134
2008;7501;Salento;F;2810
2008;7501;Salento;M;1146
2008;7601;Basilicata;F;500
2008;7601;Basilicata;M;327
2008;7801;Calabria;F;2583
2008;7801;Calabria;M;1695
2008;7901;Catanzaro;F;1265
2008;7901;Catanzaro;M;758
2008;8001;Reggio Calabria;F;651
2008;8001;Reggio Calabria;M;574
2008;8201;Palermo;F;5106
2008;8201;Palermo;M;3164
2008;8301;Messina;F;3104
2008;8301;Messina;M;1636
2008;8601;Enna KORE;F;187
2008;8601;Enna KORE;M;297
2008;8701;Catania;F;4486
2008;8701;Catania;M;2845
2008;9001;Sassari;F;1156
2008;9001;Sassari;M;612
2008;9201;Cagliari;F;2602
2008;9201;Cagliari;M;1488
2007;101;Torino;F;6812
2007;101;Torino;M;4252
2007;102;Torino Politecnico;F;1283
2007;102;Torino Politecnico;M;3022
2007;201;Piemonte Orientale;F;1158
2007;201;Piemonte Orientale;M;546
2007;401;Bra Scienze Gastronomiche;F;20
2007;401;Bra Scienze Gastronomiche;M;5
2007;701;Aosta;F;92
2007;701;Aosta;M;22
2007;1001;Genova;F;3288
2007;1001;Genova;M;2379
2007;1201;Castellanza LIUC;F;196
2007;1201;Castellanza LIUC;M;387
2007;1202;Insubria;F;850
2007;1202;Insubria;M;603
2007;1501;Milano;F;5843
2007;1501;Milano;M;3809
2007;1502;Milano Politecnico;F;2835
2007;1502;Milano Politecnico;M;6072
2007;1503;Milano Bocconi;F;1877
2007;1503;Milano Bocconi;M;2186
2007;1504;Milano Cattolica;F;5712
2007;1504;Milano Cattolica;M;2666
2007;1505;Milano IULM;F;1025
2007;1505;Milano IULM;M;376
2007;1508;Milano San Raffaele;F;322
2007;1508;Milano San Raffaele;M;119
2007;1509;Milano Bicocca;F;3505
2007;1509;Milano Bicocca;M;1636
2007;1601;Bergamo;F;1425
2007;1601;Bergamo;M;855
2007;1701;Brescia;F;1037
2007;1701;Brescia;M;1072
2007;1801;Pavia;F;2368
2007;1801;Pavia;M;1665
2007;2101;Bolzano;F;310
2007;2101;Bolzano;M;102
2007;2201;Trento;F;1217
2007;2201;Trento;M;1090
2007;2301;Verona;F;2299
2007;2301;Verona;M;1058
2007;2701;Ca' Foscari Venezia;F;2221
2007;2701;Ca' Foscari Venezia;M;1060
2007;2702;Venezia Iuav;F;796
2007;2702;Venezia Iuav;M;801
2007;2801;Padova;F;7110
2007;2801;Padova;M;5057
2007;3001;Udine;F;1655
2007;3001;Udine;M;1337
2007;3201;Trieste;F;2114
2007;3201;Trieste;M;1396
2007;3401;Parma;F;2715
2007;3401;Parma;M;2041
2007;3601;Modena e Reggio Emilia;F;1821
2007;3601;Modena e Reggio Emilia;M;1440
2007;3701;Bologna;F;9217
2007;3701;Bologna;M;6634
2007;3801;Ferrara;F;1500
2007;3801;Ferrara;M;1155
2007;4101;Urbino;F;2037
2007;4101;Urbino;M;1125
2007;4201;Marche;F;1147
2007;4201;Marche;M;1335
